,easting,northing,elevation_od,chainage,fc,profile,reg_id,survey_unit,date,year,month
1675,307589.511,81893.173,3.692,270.19,HW,6a01615,6a01615,6aSU12,2023-05-07,2023,5
1834,307542.445,81899.299,2.486,270.321,G,6a01616,6a01616,6aSU12,2023-05-07,2023,5
726,307589.505,81893.006,2.399,270.355,G,6a01615,6a01615,6aSU12,2016-09-16,2016,9
649,307589.526,81892.972,1.499,270.386,G,6a01615,6a01615,6aSU12,2019-10-01,2019,10
1173,307636.963,81887.69,-0.53,270.435,G,6a01614,6a01614,6aSU12,2021-06-24,2021,6
707,307589.509,81892.764,1.713,270.594,G,6a01615,6a01615,6aSU12,2020-02-11,2020,2
533,307589.509,81892.764,1.713,270.594,G,6a01615,6a01615,6aSU12,2020-02-11,2020,2
788,307589.491,81892.749,1.335,270.611,G,6a01615,6a01615,6aSU12,2020-10-18,2020,10
238,307636.927,81887.458,0.414,270.67,GS,6a01614,6a01614,6aSU12,2017-05-10,2017,5
1517,307589.516,81892.668,2.325,270.688,G,6a01615,6a01615,6aSU12,2022-11-23,2022,11
845,307589.448,81892.608,0.863,270.757,GS,6a01615,6a01615,6aSU12,2021-03-01,2021,3
330,307589.478,81892.469,1.379,270.89,GS,6a01615,6a01615,6aSU12,2017-10-20,2017,10
1252,307542.344,81898.729,2.335,270.9,G,6a01616,6a01616,6aSU12,2021-06-24,2021,6
418,307589.457,81892.443,3.127,270.919,G,6a01615,6a01615,6aSU12,2018-02-01,2018,2
1676,307589.412,81892.315,3.291,271.052,G,6a01615,6a01615,6aSU12,2023-05-07,2023,5
1611,307678.085,81881.859,0.226,271.234,G,6a01613,6a01613,6aSU12,2023-05-07,2023,5
1303,307589.356,81892.032,2.127,271.341,G,6a01615,6a01615,6aSU12,2021-10-06,2021,10
1780,307636.801,81886.798,2.605,271.342,G,6a01614,6a01614,6aSU12,2023-05-07,2023,5
158,307589.317,81891.948,1.35,271.43,GS,6a01615,6a01615,6aSU12,2017-05-10,2017,5
727,307589.353,81891.781,2.089,271.589,GS,6a01615,6a01615,6aSU12,2016-09-16,2016,9
1088,307636.719,81886.46,0.67,271.689,G,6a01614,6a01614,6aSU12,2022-04-20,2022,4
1153,307542.221,81897.869,0.758,271.768,G,6a01616,6a01616,6aSU12,2022-04-20,2022,4
1835,307542.189,81897.826,2.022,271.815,G,6a01616,6a01616,6aSU12,2023-05-07,2023,5
78,307677.982,81881.175,0.01,271.925,G,6a01613,6a01613,6aSU12,2017-05-10,2017,5
1373,307677.892,81881.022,0.147,272.092,G,6a01613,6a01613,6aSU12,2022-04-20,2022,4
972,307589.227,81891.093,1.419,272.288,G,6a01615,6a01615,6aSU12,2021-06-24,2021,6
877,307677.945,81880.757,0.665,272.343,G,6a01613,6a01613,6aSU12,2021-06-24,2021,6
1573,307589.199,81891.033,3.794,272.352,G,6a01615,6a01615,6aSU12,2023-02-24,2023,2
472,307589.142,81891.001,0.871,272.393,G,6a01615,6a01615,6aSU12,2018-10-25,2018,10
1174,307636.548,81885.553,-0.747,272.612,G,6a01614,6a01614,6aSU12,2021-06-24,2021,6
1446,307589.14,81890.749,1.538,272.642,GS,6a01615,6a01615,6aSU12,2022-04-20,2022,4
589,307589.163,81890.647,1.304,272.739,GS,6a01615,6a01615,6aSU12,2019-02-19,2019,2
304,307542.041,81896.621,0.447,273.029,G,6a01616,6a01616,6aSU12,2017-05-10,2017,5
846,307589.015,81890.368,0.565,273.038,G,6a01615,6a01615,6aSU12,2021-03-01,2021,3
1836,307542.011,81896.483,1.618,273.17,G,6a01616,6a01616,6aSU12,2023-05-07,2023,5
728,307589.04,81890.111,1.756,273.288,GS,6a01615,6a01615,6aSU12,2016-09-16,2016,9
789,307589.036,81889.815,0.933,273.581,G,6a01615,6a01615,6aSU12,2020-10-18,2020,10
419,307589.009,81889.767,2.349,273.632,G,6a01615,6a01615,6aSU12,2018-02-01,2018,2
1574,307588.964,81889.635,3.373,273.77,G,6a01615,6a01615,6aSU12,2023-02-24,2023,2
534,307588.996,81889.579,1.289,273.82,G,6a01615,6a01615,6aSU12,2020-02-11,2020,2
708,307588.996,81889.579,1.289,273.82,G,6a01615,6a01615,6aSU12,2020-02-11,2020,2
650,307588.983,81889.527,1.134,273.873,G,6a01615,6a01615,6aSU12,2019-10-01,2019,10
239,307636.35,81884.302,0.37,273.878,GS,6a01614,6a01614,6aSU12,2017-05-10,2017,5
1253,307541.981,81895.769,1.609,273.881,G,6a01616,6a01616,6aSU12,2021-06-24,2021,6
1612,307677.681,81879.191,0.137,273.931,G,6a01613,6a01613,6aSU12,2023-05-07,2023,5
1677,307588.99,81889.44,2.593,273.958,G,6a01615,6a01615,6aSU12,2023-05-07,2023,5
1518,307588.993,81889.341,1.662,274.055,G,6a01615,6a01615,6aSU12,2022-11-23,2022,11
1304,307588.948,81889.297,1.407,274.106,G,6a01615,6a01615,6aSU12,2021-10-06,2021,10
847,307588.866,81889.156,0.148,274.258,G,6a01615,6a01615,6aSU12,2021-03-01,2021,3
159,307588.887,81889.046,1.064,274.363,G,6a01615,6a01615,6aSU12,2017-05-10,2017,5
331,307588.881,81888.888,1.048,274.52,GS,6a01615,6a01615,6aSU12,2017-10-20,2017,10
1089,307636.196,81883.609,0.25,274.587,G,6a01614,6a01614,6aSU12,2022-04-20,2022,4
1781,307636.234,81883.484,1.929,274.704,G,6a01614,6a01614,6aSU12,2023-05-07,2023,5
1175,307636.213,81883.363,-0.822,274.827,G,6a01614,6a01614,6aSU12,2021-06-24,2021,6
79,307677.461,81878.254,-0.009,274.892,G,6a01613,6a01613,6aSU12,2017-05-10,2017,5
1154,307541.826,81894.628,0.385,275.033,G,6a01616,6a01616,6aSU12,2022-04-20,2022,4
1678,307588.749,81888.319,2.404,275.103,G,6a01615,6a01615,6aSU12,2023-05-07,2023,5
1837,307541.726,81894.476,1.136,275.197,G,6a01616,6a01616,6aSU12,2023-05-07,2023,5
473,307588.783,81888.045,0.534,275.368,G,6a01615,6a01615,6aSU12,2018-10-25,2018,10
973,307588.707,81888.05,1.055,275.375,G,6a01615,6a01615,6aSU12,2021-06-24,2021,6
305,307541.723,81894.258,0.195,275.413,G,6a01616,6a01616,6aSU12,2017-05-10,2017,5
1374,307677.378,81877.71,0.157,275.443,G,6a01613,6a01613,6aSU12,2022-04-20,2022,4
1447,307588.704,81887.92,1.17,275.504,GS,6a01615,6a01615,6aSU12,2022-04-20,2022,4
848,307588.693,81887.791,-0.157,275.633,B,6a01615,6a01615,6aSU12,2021-03-01,2021,3
878,307677.325,81877.387,0.582,275.77,G,6a01613,6a01613,6aSU12,2021-06-24,2021,6
1575,307588.578,81887.439,2.962,275.999,G,6a01615,6a01615,6aSU12,2023-02-24,2023,2
790,307588.584,81887.346,0.678,276.09,G,6a01615,6a01615,6aSU12,2020-10-18,2020,10
729,307588.606,81887.237,1.359,276.194,GS,6a01615,6a01615,6aSU12,2016-09-16,2016,9
420,307588.583,81886.792,1.644,276.637,G,6a01615,6a01615,6aSU12,2018-02-01,2018,2
590,307588.532,81886.795,0.959,276.642,GS,6a01615,6a01615,6aSU12,2019-02-19,2019,2
1838,307541.488,81892.994,0.771,276.698,G,6a01616,6a01616,6aSU12,2023-05-07,2023,5
306,307541.5,81892.842,0.049,276.847,G,6a01616,6a01616,6aSU12,2017-05-10,2017,5
1176,307635.849,81881.331,-0.864,276.891,G,6a01614,6a01614,6aSU12,2021-06-24,2021,6
1519,307588.501,81886.526,1.222,276.913,HW,6a01615,6a01615,6aSU12,2022-11-23,2022,11
1305,307588.55,81886.484,0.951,276.946,G,6a01615,6a01615,6aSU12,2021-10-06,2021,10
1254,307541.498,81892.632,1.075,277.055,G,6a01616,6a01616,6aSU12,2021-06-24,2021,6
240,307635.808,81881.089,0.281,277.136,GS,6a01614,6a01614,6aSU12,2017-05-10,2017,5
709,307588.437,81886.171,0.929,277.273,G,6a01615,6a01615,6aSU12,2020-02-11,2020,2
535,307588.437,81886.171,0.929,277.273,G,6a01615,6a01615,6aSU12,2020-02-11,2020,2
160,307588.415,81886.123,0.759,277.324,G,6a01615,6a01615,6aSU12,2017-05-10,2017,5
1090,307635.776,81880.828,0.093,277.399,G,6a01614,6a01614,6aSU12,2022-04-20,2022,4
1613,307676.944,81875.683,0.164,277.514,G,6a01613,6a01613,6aSU12,2023-05-07,2023,5
651,307588.362,81885.846,0.683,277.606,GS,6a01615,6a01615,6aSU12,2019-10-01,2019,10
1155,307541.348,81891.803,0.09,277.897,G,6a01616,6a01616,6aSU12,2022-04-20,2022,4
1576,307588.278,81885.557,2.99,277.905,G,6a01615,6a01615,6aSU12,2023-02-24,2023,2
80,307676.884,81875.115,-0.062,278.084,G,6a01613,6a01613,6aSU12,2017-05-10,2017,5
332,307588.355,81885.3,0.753,278.146,GS,6a01615,6a01615,6aSU12,2017-10-20,2017,10
974,307588.271,81885.309,0.637,278.151,G,6a01615,6a01615,6aSU12,2021-06-24,2021,6
474,307588.344,81885.279,0.204,278.169,G,6a01615,6a01615,6aSU12,2018-10-25,2018,10
1520,307588.316,81885.149,1.037,278.302,G,6a01615,6a01615,6aSU12,2022-11-23,2022,11
849,307588.301,81885.12,-0.318,278.333,B,6a01615,6a01615,6aSU12,2021-03-01,2021,3
1782,307635.55,81879.875,1.377,278.377,G,6a01614,6a01614,6aSU12,2023-05-07,2023,5
1679,307588.234,81884.97,1.402,278.491,G,6a01615,6a01615,6aSU12,2023-05-07,2023,5
1448,307588.161,81884.745,0.875,278.725,GS,6a01615,6a01615,6aSU12,2022-04-20,2022,4
879,307676.783,81874.371,0.523,278.834,G,6a01613,6a01613,6aSU12,2021-06-24,2021,6
1375,307676.7,81874.36,0.124,278.859,G,6a01613,6a01613,6aSU12,2022-04-20,2022,4
1177,307635.486,81879.39,-0.875,278.865,G,6a01614,6a01614,6aSU12,2021-06-24,2021,6
1156,307541.17,81890.744,-0.006,278.97,G,6a01616,6a01616,6aSU12,2022-04-20,2022,4
1577,307588.187,81884.437,2.667,279.025,G,6a01615,6a01615,6aSU12,2023-02-24,2023,2
730,307588.23,81884.386,1.069,279.069,G,6a01615,6a01615,6aSU12,2016-09-16,2016,9
791,307588.151,81884.258,0.19,279.208,G,6a01615,6a01615,6aSU12,2020-10-18,2020,10
850,307588.112,81884.088,-0.432,279.382,B,6a01615,6a01615,6aSU12,2021-03-01,2021,3
307,307541.169,81890.321,-0.347,279.389,G,6a01616,6a01616,6aSU12,2017-05-10,2017,5
1306,307587.992,81883.644,0.578,279.839,G,6a01615,6a01615,6aSU12,2021-10-06,2021,10
421,307588.054,81883.551,1.067,279.921,G,6a01615,6a01615,6aSU12,2018-02-01,2018,2
591,307587.987,81883.542,0.661,279.94,GS,6a01615,6a01615,6aSU12,2019-02-19,2019,2
1255,307541.057,81889.677,0.765,280.043,G,6a01616,6a01616,6aSU12,2021-06-24,2021,6
241,307635.244,81878.014,0.179,280.263,GS,6a01614,6a01614,6aSU12,2017-05-10,2017,5
851,307588.024,81883.196,-0.389,280.276,B,6a01615,6a01615,6aSU12,2021-03-01,2021,3
1614,307676.478,81872.908,0.127,280.328,G,6a01613,6a01613,6aSU12,2023-05-07,2023,5
161,307587.949,81883.095,0.474,280.388,G,6a01615,6a01615,6aSU12,2017-05-10,2017,5
475,307587.902,81883.05,0.065,280.44,G,6a01615,6a01615,6aSU12,2018-10-25,2018,10
652,307587.866,81882.965,0.269,280.529,GS,6a01615,6a01615,6aSU12,2019-10-01,2019,10
1178,307635.193,81877.671,-0.865,280.609,G,6a01614,6a01614,6aSU12,2021-06-24,2021,6
333,307587.882,81882.809,0.442,280.681,G,6a01615,6a01615,6aSU12,2017-10-20,2017,10
710,307587.922,81882.789,0.599,280.694,G,6a01615,6a01615,6aSU12,2020-02-11,2020,2
536,307587.922,81882.789,0.599,280.694,G,6a01615,6a01615,6aSU12,2020-02-11,2020,2
1839,307540.947,81889.006,-0.078,280.722,G,6a01616,6a01616,6aSU12,2023-05-07,2023,5
334,307587.985,81882.737,0.421,280.736,G,6a01615,6a01615,6aSU12,2017-10-20,2017,10
1578,307587.924,81882.731,2.178,280.751,G,6a01615,6a01615,6aSU12,2023-02-24,2023,2
852,307587.879,81882.597,-0.54,280.891,B,6a01615,6a01615,6aSU12,2021-03-01,2021,3
1091,307635.124,81877.388,0.048,280.9,G,6a01614,6a01614,6aSU12,2022-04-20,2022,4
731,307587.888,81882.485,0.903,281.0,G,6a01615,6a01615,6aSU12,2016-09-16,2016,9
975,307587.792,81882.302,0.398,281.196,G,6a01615,6a01615,6aSU12,2021-06-24,2021,6
81,307676.361,81871.917,-0.105,281.324,G,6a01613,6a01613,6aSU12,2017-05-10,2017,5
1783,307635.029,81876.58,0.91,281.712,G,6a01614,6a01614,6aSU12,2023-05-07,2023,5
853,307587.791,81881.762,-0.495,281.729,B,6a01615,6a01615,6aSU12,2021-03-01,2021,3
1521,307587.772,81881.698,0.648,281.795,G,6a01615,6a01615,6aSU12,2022-11-23,2022,11
1449,307587.742,81881.669,0.652,281.829,GS,6a01615,6a01615,6aSU12,2022-04-20,2022,4
1157,307540.747,81887.71,-0.382,282.034,G,6a01616,6a01616,6aSU12,2022-04-20,2022,4
1680,307587.659,81881.466,0.787,282.042,G,6a01615,6a01615,6aSU12,2023-05-07,2023,5
880,307676.186,81871.121,0.452,282.138,G,6a01613,6a01613,6aSU12,2021-06-24,2021,6
308,307540.77,81887.51,-0.79,282.228,G,6a01616,6a01616,6aSU12,2017-05-10,2017,5
1579,307587.623,81881.258,1.63,282.253,G,6a01615,6a01615,6aSU12,2023-02-24,2023,2
792,307587.659,81881.241,-0.161,282.264,G,6a01615,6a01615,6aSU12,2020-10-18,2020,10
1179,307634.929,81876.023,-0.747,282.278,G,6a01614,6a01614,6aSU12,2021-06-24,2021,6
1376,307676.171,81870.764,0.073,282.493,G,6a01613,6a01613,6aSU12,2022-04-20,2022,4
1307,307587.576,81880.848,0.175,282.666,G,6a01615,6a01615,6aSU12,2021-10-06,2021,10
476,307587.558,81880.725,-0.343,282.79,G,6a01615,6a01615,6aSU12,2018-10-25,2018,10
592,307587.512,81880.457,0.429,283.062,G,6a01615,6a01615,6aSU12,2019-02-19,2019,2
1377,307676.059,81870.174,0.051,283.093,G,6a01613,6a01613,6aSU12,2022-04-20,2022,4
1256,307540.67,81886.595,0.299,283.148,G,6a01616,6a01616,6aSU12,2021-06-24,2021,6
422,307587.519,81880.262,0.583,283.253,G,6a01615,6a01615,6aSU12,2018-02-01,2018,2
162,307587.484,81880.038,0.348,283.48,G,6a01615,6a01615,6aSU12,2017-05-10,2017,5
242,307634.679,81874.828,0.12,283.498,GS,6a01614,6a01614,6aSU12,2017-05-10,2017,5
335,307587.469,81879.943,0.065,283.576,G,6a01615,6a01615,6aSU12,2017-10-20,2017,10
1615,307675.921,81869.677,0.088,283.606,G,6a01613,6a01613,6aSU12,2023-05-07,2023,5
537,307587.391,81879.88,0.398,283.651,G,6a01615,6a01615,6aSU12,2020-02-11,2020,2
711,307587.391,81879.88,0.398,283.651,G,6a01615,6a01615,6aSU12,2020-02-11,2020,2
653,307587.463,81879.754,-0.031,283.764,GS,6a01615,6a01615,6aSU12,2019-10-01,2019,10
854,307587.393,81879.469,-0.392,284.056,B,6a01615,6a01615,6aSU12,2021-03-01,2021,3
1092,307634.541,81874.191,-0.049,284.15,G,6a01614,6a01614,6aSU12,2022-04-20,2022,4
976,307587.329,81879.283,0.049,284.25,G,6a01615,6a01615,6aSU12,2021-06-24,2021,6
1450,307587.3,81879.267,0.569,284.27,GS,6a01615,6a01615,6aSU12,2022-04-20,2022,4
1840,307540.418,81885.464,-0.625,284.303,G,6a01616,6a01616,6aSU12,2023-05-07,2023,5
1180,307634.543,81873.985,-0.284,284.352,G,6a01614,6a01614,6aSU12,2021-06-24,2021,6
1580,307587.335,81879.025,1.061,284.504,G,6a01615,6a01615,6aSU12,2023-02-24,2023,2
732,307587.288,81878.984,0.546,284.552,G,6a01615,6a01615,6aSU12,2016-09-16,2016,9
82,307675.739,81868.622,-0.075,284.677,G,6a01613,6a01613,6aSU12,2017-05-10,2017,5
1158,307540.367,81884.781,-0.813,284.987,G,6a01616,6a01616,6aSU12,2022-04-20,2022,4
793,307587.168,81878.413,-0.539,285.134,G,6a01615,6a01615,6aSU12,2020-10-18,2020,10
477,307587.235,81878.295,-0.467,285.24,G,6a01615,6a01615,6aSU12,2018-10-25,2018,10
309,307540.366,81884.506,-1.22,285.259,G,6a01616,6a01616,6aSU12,2017-05-10,2017,5
881,307675.589,81867.947,0.355,285.368,G,6a01613,6a01613,6aSU12,2021-06-24,2021,6
336,307587.151,81878.165,-0.202,285.382,G,6a01615,6a01615,6aSU12,2017-10-20,2017,10
1522,307587.136,81878.159,0.278,285.39,G,6a01615,6a01615,6aSU12,2022-11-23,2022,11
1784,307634.352,81872.8,0.515,285.552,G,6a01614,6a01614,6aSU12,2023-05-07,2023,5
1378,307675.615,81867.673,0.07,285.633,G,6a01613,6a01613,6aSU12,2022-04-20,2022,4
855,307587.083,81877.781,0.145,285.772,B,6a01615,6a01615,6aSU12,2021-03-01,2021,3
1681,307587.087,81877.606,0.22,285.944,G,6a01615,6a01615,6aSU12,2023-05-07,2023,5
593,307587.054,81877.571,0.224,285.984,G,6a01615,6a01615,6aSU12,2019-02-19,2019,2
1257,307540.281,81883.772,-0.219,285.998,G,6a01616,6a01616,6aSU12,2021-06-24,2021,6
1308,307587.114,81877.547,-0.325,285.998,G,6a01615,6a01615,6aSU12,2021-10-06,2021,10
856,307587.06,81877.428,0.387,286.124,B,6a01615,6a01615,6aSU12,2021-03-01,2021,3
163,307586.985,81877.114,0.043,286.446,G,6a01615,6a01615,6aSU12,2017-05-10,2017,5
1581,307587.025,81877.06,0.633,286.493,G,6a01615,6a01615,6aSU12,2023-02-24,2023,2
478,307586.956,81877.027,-0.396,286.536,G,6a01615,6a01615,6aSU12,2018-10-25,2018,10
243,307634.172,81871.796,0.107,286.572,GS,6a01614,6a01614,6aSU12,2017-05-10,2017,5
857,307586.975,81876.976,0.511,286.584,B,6a01615,6a01615,6aSU12,2021-03-01,2021,3
1616,307675.395,81866.655,-0.028,286.674,G,6a01613,6a01613,6aSU12,2023-05-07,2023,5
712,307586.959,81876.872,0.19,286.689,G,6a01615,6a01615,6aSU12,2020-02-11,2020,2
538,307586.959,81876.872,0.19,286.689,G,6a01615,6a01615,6aSU12,2020-02-11,2020,2
1181,307634.088,81871.409,-0.078,286.968,G,6a01614,6a01614,6aSU12,2021-06-24,2021,6
479,307586.869,81876.59,-0.117,286.982,G,6a01615,6a01615,6aSU12,2018-10-25,2018,10
423,307586.954,81876.546,0.215,287.012,G,6a01615,6a01615,6aSU12,2018-02-01,2018,2
1258,307540.118,81882.724,-0.414,287.059,G,6a01616,6a01616,6aSU12,2021-06-24,2021,6
654,307586.919,81876.496,-0.347,287.067,GS,6a01615,6a01615,6aSU12,2019-10-01,2019,10
977,307586.844,81876.239,-0.032,287.332,G,6a01615,6a01615,6aSU12,2021-06-24,2021,6
1451,307586.884,81876.087,0.074,287.476,GS,6a01615,6a01615,6aSU12,2022-04-20,2022,4
1093,307633.953,81870.854,-0.094,287.538,G,6a01614,6a01614,6aSU12,2022-04-20,2022,4
794,307586.828,81875.877,-0.829,287.692,G,6a01615,6a01615,6aSU12,2020-10-18,2020,10
480,307586.827,81875.84,-0.106,287.729,G,6a01615,6a01615,6aSU12,2018-10-25,2018,10
310,307539.985,81881.836,-1.479,287.956,G,6a01616,6a01616,6aSU12,2017-05-10,2017,5
1159,307539.993,81881.733,-1.15,288.057,G,6a01616,6a01616,6aSU12,2022-04-20,2022,4
733,307586.703,81875.517,0.186,288.067,G,6a01615,6a01615,6aSU12,2016-09-16,2016,9
83,307675.169,81865.263,-0.095,288.084,G,6a01613,6a01613,6aSU12,2017-05-10,2017,5
1841,307539.925,81881.535,-1.199,288.263,G,6a01616,6a01616,6aSU12,2023-05-07,2023,5
858,307586.712,81875.089,0.439,288.489,G,6a01615,6a01615,6aSU12,2021-03-01,2021,3
1785,307633.784,81869.789,0.41,288.616,G,6a01614,6a01614,6aSU12,2023-05-07,2023,5
1379,307675.057,81864.732,-0.008,288.626,G,6a01613,6a01613,6aSU12,2022-04-20,2022,4
337,307586.604,81874.901,-0.754,288.691,GS,6a01615,6a01615,6aSU12,2017-10-20,2017,10
244,307633.8,81869.624,0.296,288.776,G,6a01614,6a01614,6aSU12,2017-05-10,2017,5
1682,307586.618,81874.806,-0.136,288.783,G,6a01615,6a01615,6aSU12,2023-05-07,2023,5
882,307675.027,81864.554,0.284,288.807,G,6a01613,6a01613,6aSU12,2021-06-24,2021,6
164,307586.662,81874.716,-0.295,288.865,G,6a01615,6a01615,6aSU12,2017-05-10,2017,5
1523,307586.653,81874.655,-0.144,288.927,G,6a01615,6a01615,6aSU12,2022-11-23,2022,11
1582,307586.515,81874.46,0.211,289.141,G,6a01615,6a01615,6aSU12,2023-02-24,2023,2
594,307586.508,81874.365,-0.095,289.236,G,6a01615,6a01615,6aSU12,2019-02-19,2019,2
1309,307586.567,81874.172,-0.434,289.417,G,6a01615,6a01615,6aSU12,2021-10-06,2021,10
1380,307674.827,81863.86,-0.032,289.525,G,6a01613,6a01613,6aSU12,2022-04-20,2022,4
795,307586.5,81874.062,-1.083,289.536,G,6a01615,6a01615,6aSU12,2020-10-18,2020,10
165,307586.479,81874.036,-0.412,289.565,G,6a01615,6a01615,6aSU12,2017-05-10,2017,5
1182,307633.663,81868.774,-0.021,289.637,G,6a01614,6a01614,6aSU12,2021-06-24,2021,6
311,307539.671,81880.05,-1.803,289.769,G,6a01616,6a01616,6aSU12,2017-05-10,2017,5
539,307586.446,81873.518,0.027,290.082,G,6a01615,6a01615,6aSU12,2020-02-11,2020,2
713,307586.446,81873.518,0.027,290.082,G,6a01615,6a01615,6aSU12,2020-02-11,2020,2
1617,307674.868,81863.267,-0.068,290.102,G,6a01613,6a01613,6aSU12,2023-05-07,2023,5
1259,307539.615,81879.705,-0.948,290.118,G,6a01616,6a01616,6aSU12,2021-06-24,2021,6
1452,307586.38,81873.475,-0.199,290.135,GS,6a01615,6a01615,6aSU12,2022-04-20,2022,4
978,307586.361,81873.244,-0.077,290.366,G,6a01615,6a01615,6aSU12,2021-06-24,2021,6
424,307586.32,81873.043,-0.261,290.571,G,6a01615,6a01615,6aSU12,2018-02-01,2018,2
655,307586.43,81872.994,-0.638,290.602,GS,6a01615,6a01615,6aSU12,2019-10-01,2019,10
481,307586.361,81872.939,-0.225,290.667,G,6a01615,6a01615,6aSU12,2018-10-25,2018,10
1094,307633.39,81867.559,-0.198,290.881,G,6a01614,6a01614,6aSU12,2022-04-20,2022,4
1160,307539.539,81878.799,-1.442,291.026,G,6a01616,6a01616,6aSU12,2022-04-20,2022,4
84,307674.642,81862.178,-0.106,291.214,G,6a01613,6a01613,6aSU12,2017-05-10,2017,5
734,307586.195,81872.241,-0.125,291.383,G,6a01615,6a01615,6aSU12,2016-09-16,2016,9
1842,307539.499,81878.352,-1.697,291.474,G,6a01616,6a01616,6aSU12,2023-05-07,2023,5
1702,307586.123,81872.065,-0.18,291.568,G,6a01615,6a01615,6aSU12,2023-02-24,2023,2
1453,307586.137,81871.874,-0.349,291.754,GS,6a01615,6a01615,6aSU12,2022-04-20,2022,4
245,307633.25,81866.682,0.404,291.769,G,6a01614,6a01614,6aSU12,2017-05-10,2017,5
312,307539.353,81877.811,-1.816,292.03,G,6a01616,6a01616,6aSU12,2017-05-10,2017,5
883,307674.488,81861.305,0.344,292.1,G,6a01613,6a01613,6aSU12,2021-06-24,2021,6
1683,307586.081,81871.519,-0.552,292.114,G,6a01615,6a01615,6aSU12,2023-05-07,2023,5
859,307586.168,81871.466,0.222,292.152,G,6a01615,6a01615,6aSU12,2021-03-01,2021,3
338,307586.117,81871.405,-0.926,292.22,GS,6a01615,6a01615,6aSU12,2017-10-20,2017,10
796,307586.054,81871.389,-1.309,292.246,G,6a01615,6a01615,6aSU12,2020-10-18,2020,10
1786,307633.164,81866.207,0.38,292.251,G,6a01614,6a01614,6aSU12,2023-05-07,2023,5
1524,307586.091,81871.297,-0.609,292.331,G,6a01615,6a01615,6aSU12,2022-11-23,2022,11
595,307586.072,81871.241,-0.354,292.39,G,6a01615,6a01615,6aSU12,2019-02-19,2019,2
1183,307633.086,81865.978,-0.028,292.49,G,6a01614,6a01614,6aSU12,2021-06-24,2021,6
1260,307539.331,81877.207,-1.306,292.631,G,6a01616,6a01616,6aSU12,2021-06-24,2021,6
1310,307585.936,81870.986,-0.523,292.663,G,6a01615,6a01615,6aSU12,2021-10-06,2021,10
166,307586.012,81870.888,-0.577,292.748,G,6a01615,6a01615,6aSU12,2017-05-10,2017,5
1454,307585.984,81870.793,-0.265,292.846,GS,6a01615,6a01615,6aSU12,2022-04-20,2022,4
1381,307674.307,81860.503,-0.017,292.921,G,6a01613,6a01613,6aSU12,2022-04-20,2022,4
979,307585.983,81870.551,-0.198,293.085,G,6a01615,6a01615,6aSU12,2021-06-24,2021,6
656,307585.919,81870.255,-0.834,293.387,G,6a01615,6a01615,6aSU12,2019-10-01,2019,10
540,307585.846,81870.129,-0.258,293.523,G,6a01615,6a01615,6aSU12,2020-02-11,2020,2
714,307585.846,81870.129,-0.258,293.523,G,6a01615,6a01615,6aSU12,2020-02-11,2020,2
1618,307674.238,81859.893,-0.185,293.534,G,6a01613,6a01613,6aSU12,2023-05-07,2023,5
425,307585.88,81870.019,-0.659,293.627,G,6a01615,6a01615,6aSU12,2018-02-01,2018,2
482,307585.827,81869.702,-0.369,293.948,G,6a01615,6a01615,6aSU12,2018-10-25,2018,10
735,307585.85,81869.579,-0.515,294.066,G,6a01615,6a01615,6aSU12,2016-09-16,2016,9
1161,307539.082,81875.698,-1.696,294.16,G,6a01616,6a01616,6aSU12,2022-04-20,2022,4
1703,307585.778,81869.381,-0.63,294.273,G,6a01615,6a01615,6aSU12,2023-02-24,2023,2
1843,307539.017,81875.515,-2.043,294.351,G,6a01616,6a01616,6aSU12,2023-05-07,2023,5
1095,307632.794,81864.079,-0.268,294.411,G,6a01614,6a01614,6aSU12,2022-04-20,2022,4
85,307674.076,81859.016,-0.123,294.426,G,6a01613,6a01613,6aSU12,2017-05-10,2017,5
313,307539.081,81875.426,-1.923,294.43,G,6a01616,6a01616,6aSU12,2017-05-10,2017,5
1261,307539.022,81875.028,-1.575,294.832,G,6a01616,6a01616,6aSU12,2021-06-24,2021,6
1525,307585.646,81868.756,-0.956,294.911,G,6a01615,6a01615,6aSU12,2022-11-23,2022,11
246,307632.671,81863.426,0.432,295.076,G,6a01614,6a01614,6aSU12,2017-05-10,2017,5
1684,307585.646,81868.454,-1.229,295.209,G,6a01615,6a01615,6aSU12,2023-05-07,2023,5
1787,307632.629,81863.274,0.202,295.233,G,6a01614,6a01614,6aSU12,2023-05-07,2023,5
884,307673.908,81858.154,0.367,295.304,G,6a01613,6a01613,6aSU12,2021-06-24,2021,6
797,307585.609,81868.298,-1.445,295.369,G,6a01615,6a01615,6aSU12,2020-10-18,2020,10
1184,307632.59,81863.022,-0.031,295.488,G,6a01614,6a01614,6aSU12,2021-06-24,2021,6
860,307585.59,81868.043,-0.033,295.624,G,6a01615,6a01615,6aSU12,2021-03-01,2021,3
339,307585.564,81867.975,-1.072,295.695,GS,6a01615,6a01615,6aSU12,2017-10-20,2017,10
980,307585.55,81867.945,-0.338,295.727,G,6a01615,6a01615,6aSU12,2021-06-24,2021,6
1455,307585.522,81867.871,-0.439,295.804,GS,6a01615,6a01615,6aSU12,2022-04-20,2022,4
1311,307585.519,81867.685,-0.613,295.988,G,6a01615,6a01615,6aSU12,2021-10-06,2021,10
